"","year","race","dollar_type","income_quintile","income_dollars"
"535",1983,"All Races","2019 Dollars","Lowest",12370
"536",1983,"All Races","2019 Dollars","Second",31072
"537",1983,"All Races","2019 Dollars","Middle",51373
"538",1983,"All Races","2019 Dollars","Fourth",77092
"539",1983,"All Races","2019 Dollars","Highest",141540
"540",1983,"All Races","2019 Dollars","Top 5%",213853
"541",1982,"All Races","2019 Dollars","Lowest",12227
"542",1982,"All Races","2019 Dollars","Second",30939
"543",1982,"All Races","2019 Dollars","Middle",51214
"544",1982,"All Races","2019 Dollars","Fourth",76168
"545",1982,"All Races","2019 Dollars","Highest",139698
"546",1982,"All Races","2019 Dollars","Top 5%",211088
"547",1981,"All Races","2019 Dollars","Lowest",12456
"548",1981,"All Races","2019 Dollars","Second",31029
"549",1981,"All Races","2019 Dollars","Middle",51403
"550",1981,"All Races","2019 Dollars","Fourth",76624
"551",1981,"All Races","2019 Dollars","Highest",136872
"552",1981,"All Races","2019 Dollars","Top 5%",203391
"553",1980,"All Races","2019 Dollars","Lowest",12767
"554",1980,"All Races","2019 Dollars","Second",31776
"555",1980,"All Races","2019 Dollars","Middle",52435
"556",1980,"All Races","2019 Dollars","Fourth",77249
"557",1980,"All Races","2019 Dollars","Highest",137735
"558",1980,"All Races","2019 Dollars","Top 5%",205828
"559",1979,"All Races","2019 Dollars","Lowest",13196
"560",1979,"All Races","2019 Dollars","Second",32821
"561",1979,"All Races","2019 Dollars","Middle",54113
"562",1979,"All Races","2019 Dollars","Fourth",79411
"563",1979,"All Races","2019 Dollars","Highest",142513
"564",1979,"All Races","2019 Dollars","Top 5%",217349
"565",1978,"All Races","2019 Dollars","Lowest",13289
"566",1978,"All Races","2019 Dollars","Second",32637
"567",1978,"All Races","2019 Dollars","Middle",53889
"568",1978,"All Races","2019 Dollars","Fourth",78942
"569",1978,"All Races","2019 Dollars","Highest",140939
"570",1978,"All Races","2019 Dollars","Top 5%",214526
"571",1977,"All Races","2019 Dollars","Lowest",12852
"572",1977,"All Races","2019 Dollars","Second",31634
"573",1977,"All Races","2019 Dollars","Middle",52328
"574",1977,"All Races","2019 Dollars","Fourth",76672
"575",1977,"All Races","2019 Dollars","Highest",136727
"576",1977,"All Races","2019 Dollars","Top 5%",209164
"577",1976,"All Races","2019 Dollars","Lowest",12913
"578",1976,"All Races","2019 Dollars","Second",31615
"579",1976,"All Races","2019 Dollars","Middle",51993
"580",1976,"All Races","2019 Dollars","Fourth",75505
"581",1976,"All Races","2019 Dollars","Highest",133635
"582",1976,"All Races","2019 Dollars","Top 5%",203613
"583",1975,"All Races","2019 Dollars","Lowest",12603
"584",1975,"All Races","2019 Dollars","Second",30961
"585",1975,"All Races","2019 Dollars","Middle",50795
"586",1975,"All Races","2019 Dollars","Fourth",73810
"587",1975,"All Races","2019 Dollars","Highest",130315
"588",1975,"All Races","2019 Dollars","Top 5%",197756
"589",1974,"All Races","2019 Dollars","Lowest",13049
"590",1974,"All Races","2019 Dollars","Second",32432
"591",1974,"All Races","2019 Dollars","Middle",52265
"592",1974,"All Races","2019 Dollars","Fourth",75483
"593",1974,"All Races","2019 Dollars","Highest",133735
"594",1974,"All Races","2019 Dollars","Top 5%",203277
"595",1973,"All Races","2019 Dollars","Lowest",13095
"596",1973,"All Races","2019 Dollars","Second",32926
"597",1973,"All Races","2019 Dollars","Middle",54005
"598",1973,"All Races","2019 Dollars","Fourth",77693
"599",1973,"All Races","2019 Dollars","Highest",139011
"600",1973,"All Races","2019 Dollars","Top 5%",214120
"601",1972,"All Races","2019 Dollars","Lowest",12512
"602",1972,"All Races","2019 Dollars","Second",32318
"603",1972,"All Races","2019 Dollars","Middle",52743
"604",1972,"All Races","2019 Dollars","Fourth",75722
"605",1972,"All Races","2019 Dollars","Highest",135940
"606",1972,"All Races","2019 Dollars","Top 5%",210703
"607",1971,"All Races","2019 Dollars","Lowest",11809
"608",1971,"All Races","2019 Dollars","Second",31209
"609",1971,"All Races","2019 Dollars","Middle",50605
"610",1971,"All Races","2019 Dollars","Fourth",71941
"611",1971,"All Races","2019 Dollars","Highest",127474
"612",1971,"All Races","2019 Dollars","Top 5%",195520
"613",1970,"All Races","2019 Dollars","Lowest",11737
"614",1970,"All Races","2019 Dollars","Second",31793
"615",1970,"All Races","2019 Dollars","Middle",51196
"616",1970,"All Races","2019 Dollars","Fourth",72165
"617",1970,"All Races","2019 Dollars","Highest",127757
"618",1970,"All Races","2019 Dollars","Top 5%",196092
"619",1969,"All Races","2019 Dollars","Lowest",11944
"620",1969,"All Races","2019 Dollars","Second",32247
"621",1969,"All Races","2019 Dollars","Middle",51529
"622",1969,"All Races","2019 Dollars","Fourth",72178
"623",1969,"All Races","2019 Dollars","Highest",126860
"624",1969,"All Races","2019 Dollars","Top 5%",195267
"625",1968,"All Races","2019 Dollars","Lowest",11663
"626",1968,"All Races","2019 Dollars","Second",31270
"627",1968,"All Races","2019 Dollars","Middle",49597
"628",1968,"All Races","2019 Dollars","Fourth",69184
"629",1968,"All Races","2019 Dollars","Highest",120222
"630",1968,"All Races","2019 Dollars","Top 5%",183800
"631",1967,"All Races","2019 Dollars","Lowest",10738
"632",1967,"All Races","2019 Dollars","Second",29751
"633",1967,"All Races","2019 Dollars","Middle",47495
"634",1967,"All Races","2019 Dollars","Fourth",66455
"635",1967,"All Races","2019 Dollars","Highest",119594
"636",1967,"All Races","2019 Dollars","Top 5%",188653
"637",2019,"Asian Alone or in Combination","Current Dollars","Lowest",20883
"638",2019,"Asian Alone or in Combination","Current Dollars","Second",58185
"639",2019,"Asian Alone or in Combination","Current Dollars","Middle",97716
"640",2019,"Asian Alone or in Combination","Current Dollars","Fourth",152130
"641",2019,"Asian Alone or in Combination","Current Dollars","Highest",329303
"642",2019,"Asian Alone or in Combination","Current Dollars","Top 5%",569947
"643",2018,"Asian Alone or in Combination","Current Dollars","Lowest",16497
"644",2018,"Asian Alone or in Combination","Current Dollars","Second",50385
"645",2018,"Asian Alone or in Combination","Current Dollars","Middle",87068
"646",2018,"Asian Alone or in Combination","Current Dollars","Fourth",137293
"647",2018,"Asian Alone or in Combination","Current Dollars","Highest",303316
"648",2018,"Asian Alone or in Combination","Current Dollars","Top 5%",519251
"649",2017,"Asian Alone or in Combination","Current Dollars","Lowest",15455
"650",2017,"Asian Alone or in Combination","Current Dollars","Second",47873
"651",2017,"Asian Alone or in Combination","Current Dollars","Middle",81680
"652",2017,"Asian Alone or in Combination","Current Dollars","Fourth",132584
"653",2017,"Asian Alone or in Combination","Current Dollars","Highest",291009
"654",2017,"Asian Alone or in Combination","Current Dollars","Top 5%",502531
"655",2016,"Asian Alone or in Combination","Current Dollars","Lowest",15832
"656",2016,"Asian Alone or in Combination","Current Dollars","Second",47822
"657",2016,"Asian Alone or in Combination","Current Dollars","Middle",81183
"658",2016,"Asian Alone or in Combination","Current Dollars","Fourth",128205
"659",2016,"Asian Alone or in Combination","Current Dollars","Highest",261379
"660",2016,"Asian Alone or in Combination","Current Dollars","Top 5%",434398
"661",2015,"Asian Alone or in Combination","Current Dollars","Lowest",14120
"662",2015,"Asian Alone or in Combination","Current Dollars","Second",44700
"663",2015,"Asian Alone or in Combination","Current Dollars","Middle",77142
"664",2015,"Asian Alone or in Combination","Current Dollars","Fourth",123951
"665",2015,"Asian Alone or in Combination","Current Dollars","Highest",265748
"666",2015,"Asian Alone or in Combination","Current Dollars","Top 5%",458239
"667",2014,"Asian Alone or in Combination","Current Dollars","Lowest",14337
"668",2014,"Asian Alone or in Combination","Current Dollars","Second",42667
"669",2014,"Asian Alone or in Combination","Current Dollars","Middle",74819
"670",2014,"Asian Alone or in Combination","Current Dollars","Fourth",118204
"671",2014,"Asian Alone or in Combination","Current Dollars","Highest",240681
"672",2014,"Asian Alone or in Combination","Current Dollars","Top 5%",403263
"673",2013,"Asian Alone or in Combination","Current Dollars","Lowest",13602
"674",2013,"Asian Alone or in Combination","Current Dollars","Second",42984
"675",2013,"Asian Alone or in Combination","Current Dollars","Middle",73189
"676",2013,"Asian Alone or in Combination","Current Dollars","Fourth",114272
"677",2013,"Asian Alone or in Combination","Current Dollars","Highest",261343
"678",2013,"Asian Alone or in Combination","Current Dollars","Top 5%",472633
"679",2012,"Asian Alone or in Combination","Current Dollars","Lowest",13647
"680",2012,"Asian Alone or in Combination","Current Dollars","Second",40846
"681",2012,"Asian Alone or in Combination","Current Dollars","Middle",68398
"682",2012,"Asian Alone or in Combination","Current Dollars","Fourth",108002
"683",2012,"Asian Alone or in Combination","Current Dollars","Highest",227624
"684",2012,"Asian Alone or in Combination","Current Dollars","Top 5%",381659
"685",2011,"Asian Alone or in Combination","Current Dollars","Lowest",12756
"686",2011,"Asian Alone or in Combination","Current Dollars","Second",37454
"687",2011,"Asian Alone or in Combination","Current Dollars","Middle",64951
"688",2011,"Asian Alone or in Combination","Current Dollars","Fourth",100783
"689",2011,"Asian Alone or in Combination","Current Dollars","Highest",212978
"690",2011,"Asian Alone or in Combination","Current Dollars","Top 5%",366824
"691",2010,"Asian Alone or in Combination","Current Dollars","Lowest",12579
"692",2010,"Asian Alone or in Combination","Current Dollars","Second",37378
"693",2010,"Asian Alone or in Combination","Current Dollars","Middle",63927
"694",2010,"Asian Alone or in Combination","Current Dollars","Fourth",102546
"695",2010,"Asian Alone or in Combination","Current Dollars","Highest",202133
"696",2010,"Asian Alone or in Combination","Current Dollars","Top 5%",317875
"697",2009,"Asian Alone or in Combination","Current Dollars","Lowest",12168
"698",2009,"Asian Alone or in Combination","Current Dollars","Second",37123
"699",2009,"Asian Alone or in Combination","Current Dollars","Middle",64987
"700",2009,"Asian Alone or in Combination","Current Dollars","Fourth",103852
"701",2009,"Asian Alone or in Combination","Current Dollars","Highest",232420
"702",2009,"Asian Alone or in Combination","Current Dollars","Top 5%",423652
"703",2008,"Asian Alone or in Combination","Current Dollars","Lowest",12472
"704",2008,"Asian Alone or in Combination","Current Dollars","Second",36952
"705",2008,"Asian Alone or in Combination","Current Dollars","Middle",65348
"706",2008,"Asian Alone or in Combination","Current Dollars","Fourth",103928
"707",2008,"Asian Alone or in Combination","Current Dollars","Highest",212913
"708",2008,"Asian Alone or in Combination","Current Dollars","Top 5%",361971
"709",2007,"Asian Alone or in Combination","Current Dollars","Lowest",13242
"710",2007,"Asian Alone or in Combination","Current Dollars","Second",38899
"711",2007,"Asian Alone or in Combination","Current Dollars","Middle",66173
"712",2007,"Asian Alone or in Combination","Current Dollars","Fourth",101331
"713",2007,"Asian Alone or in Combination","Current Dollars","Highest",203161
"714",2007,"Asian Alone or in Combination","Current Dollars","Top 5%",338629
"715",2006,"Asian Alone or in Combination","Current Dollars","Lowest",13715
"716",2006,"Asian Alone or in Combination","Current Dollars","Second",38599
"717",2006,"Asian Alone or in Combination","Current Dollars","Middle",64237
"718",2006,"Asian Alone or in Combination","Current Dollars","Fourth",100731
"719",2006,"Asian Alone or in Combination","Current Dollars","Highest",220358
"720",2006,"Asian Alone or in Combination","Current Dollars","Top 5%",411314
"721",2005,"Asian Alone or in Combination","Current Dollars","Lowest",11775
"722",2005,"Asian Alone or in Combination","Current Dollars","Second",36750
"723",2005,"Asian Alone or in Combination","Current Dollars","Middle",61199
"724",2005,"Asian Alone or in Combination","Current Dollars","Fourth",94752
"725",2005,"Asian Alone or in Combination","Current Dollars","Highest",195510
"726",2005,"Asian Alone or in Combination","Current Dollars","Top 5%",324082
"727",2004,"Asian Alone or in Combination","Current Dollars","Lowest",12122
"728",2004,"Asian Alone or in Combination","Current Dollars","Second",34952
"729",2004,"Asian Alone or in Combination","Current Dollars","Middle",57658
"730",2004,"Asian Alone or in Combination","Current Dollars","Fourth",88814
"731",2004,"Asian Alone or in Combination","Current Dollars","Highest",187108
"732",2004,"Asian Alone or in Combination","Current Dollars","Top 5%",327656
"733",2003,"Asian Alone or in Combination","Current Dollars","Lowest",9336
"734",2003,"Asian Alone or in Combination","Current Dollars","Second",31489
"735",2003,"Asian Alone or in Combination","Current Dollars","Middle",55103
"736",2003,"Asian Alone or in Combination","Current Dollars","Fourth",85235
"737",2003,"Asian Alone or in Combination","Current Dollars","Highest",165897
"738",2003,"Asian Alone or in Combination","Current Dollars","Top 5%",262813
"739",2002,"Asian Alone or in Combination","Current Dollars","Lowest",11379
"740",2002,"Asian Alone or in Combination","Current Dollars","Second",31742
"741",2002,"Asian Alone or in Combination","Current Dollars","Middle",52784
"742",2002,"Asian Alone or in Combination","Current Dollars","Fourth",82569
"743",2002,"Asian Alone or in Combination","Current Dollars","Highest",168907
"744",2002,"Asian Alone or in Combination","Current Dollars","Top 5%",286901
"745",2019,"Asian Alone or in Combination","Current Dollars","Lowest",20636
"746",2019,"Asian Alone or in Combination","Current Dollars","Second",58300
"747",2019,"Asian Alone or in Combination","Current Dollars","Middle",98709
"748",2019,"Asian Alone or in Combination","Current Dollars","Fourth",153721
"749",2019,"Asian Alone or in Combination","Current Dollars","Highest",334188
"750",2019,"Asian Alone or in Combination","Current Dollars","Top 5%",577189
"751",2018,"Asian Alone or in Combination","Current Dollars","Lowest",16432
"752",2018,"Asian Alone or in Combination","Current Dollars","Second",50414
"753",2018,"Asian Alone or in Combination","Current Dollars","Middle",87646
"754",2018,"Asian Alone or in Combination","Current Dollars","Fourth",138332
"755",2018,"Asian Alone or in Combination","Current Dollars","Highest",306257
"756",2018,"Asian Alone or in Combination","Current Dollars","Top 5%",526475
"757",2017,"Asian Alone or in Combination","Current Dollars","Lowest",15398
"758",2017,"Asian Alone or in Combination","Current Dollars","Second",48302
"759",2017,"Asian Alone or in Combination","Current Dollars","Middle",82267
"760",2017,"Asian Alone or in Combination","Current Dollars","Fourth",133338
"761",2017,"Asian Alone or in Combination","Current Dollars","Highest",291220
"762",2017,"Asian Alone or in Combination","Current Dollars","Top 5%",502176
"763",2016,"Asian Alone or in Combination","Current Dollars","Lowest",15963
"764",2016,"Asian Alone or in Combination","Current Dollars","Second",48347
"765",2016,"Asian Alone or in Combination","Current Dollars","Middle",82029
"766",2016,"Asian Alone or in Combination","Current Dollars","Fourth",129454
"767",2016,"Asian Alone or in Combination","Current Dollars","Highest",264169
"768",2016,"Asian Alone or in Combination","Current Dollars","Top 5%",439625
"769",2015,"Asian Alone or in Combination","Current Dollars","Lowest",14425
